头像,WB_from,WB_text,forward,comment,like,缩略图,weibo_url
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066580&ssig=SHHXeGdCa9",1月5日 17:52 来自 微博 weibo.com,#就业有位来#【实用贴！做报表动态图教程！转存！】制作基本流程，动态图清晰易懂，职场需要！转！ ​​​​,7080,264,3255,https://wx3.sinaimg.cn/thumb150/9e5389bbly1galu1qgqvmj20go0gogml.jpg,https://weibo.com/2656274875/Io63uko3R?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066580&ssig=SHHXeGdCa9",1月5日 17:19 来自 微博云剪,【#千人录视频网络合唱一首歌# 我的祖国！转起！祝福！】新一年，长安大学近千名师生和校友通过网络虚拟合唱，共同唱响《我的祖国》！好听！分享！ 央视新闻的微博视频 ​​​​,1911,1019,14794,,https://weibo.com/2656274875/Io5Qhc50U?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066580&ssig=SHHXeGdCa9",1月5日 16:56 来自 微博 weibo.com,【风劲帆满 筑梦远航 央视动漫集团在京揭牌成立】今天，中央广播电视总台所属央视动漫集团精彩亮相，在京正式揭牌成立。央视动漫集团将重点发力短视频和动画电影，围绕核心IP进行全产业链布局，开发新产品，拓展新渠道，探索新业态，构建总台动漫全媒体传播新格局，推出更多阐释中国精神、中国价值、中 ​​​​...展开全文,238,229,1551,,https://weibo.com/2656274875/Io5GArmTh?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066580&ssig=SHHXeGdCa9",1月5日 16:41 来自 微博 weibo.com,#故事里的中国#【今晚一起看，#红高粱#经典再现！】淳朴又善良，高密东北乡的人民，有着与生俱来的顽强生命力和昂扬不屈的韧性。今晚8点档央视一套，再次走进那片广袤的高粱地，和董卿 @田沁鑫 @蒋欣 @邢佳栋 @宋佳伦 @冯嘉怡 一起，品味《红高粱》里热烈又悲壮的传奇故事故事里的中国的微博视频 ​​​​,429,372,2265,,https://weibo.com/2656274875/Io5AvFjd4?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066580&ssig=SHHXeGdCa9",1月5日 16:06 来自 微博 weibo.com,#央视热评#【#香港终于开始清理毒教材了#】从清理“黄师”到清理“毒教材”，香港教育终于开始拨乱反正、正本清源。香港有言论自由，教师可表达政见，也可不认同甚至批评政府施政，但言论不可涉及仇恨、挑衅、歧视，不可有违社会道德价值观。是时候了！该到香港教育界痛定思痛、革除痼疾的时候了！  ​​​​...展开全文,678,717,7117,,https://weibo.com/2656274875/Io5mCk9dQ?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066580&ssig=SHHXeGdCa9",1月5日 15:20 来自 微博 weibo.com            	                                            已编辑,【#杨文医师遗体告别仪式在京举行# 转发！送别！】今日8时，民航总医院副主任医师杨文同志遗体告别仪式在北京八宝山殡仪馆举行。2019年12月25日零时50分，杨文同志因公殉职，终年51岁。2003年，她曾不畏风险，始终坚守在抗击“非典”的最前线。杨文医师家属表示，相信司法机关一定会严惩凶手。 ​​​​,3181,3065,43879,https://wx1.sinaimg.cn/orj360/9e5389bbly1galpniyjitj20m80hd0t8.jpg,https://weibo.com/2656274875/Io53PuENy?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066580&ssig=SHHXeGdCa9",1月5日 14:53 来自 微博 weibo.com,【#期末考试感悟# 你现在想说？】 央视新闻的微博投票 ​​​​,356,814,75020,,https://weibo.com/2656274875/Io4SGn4LG?from=page_1002062656274875_profile&wvr=6&mod=weibotime
,,,,,,,
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 14:02 来自 微博 weibo.com            	                                            已编辑,#期末考试感悟#【期末考试来啦！转发！大家都是“过儿”！过！💯💯💯】你的期末考试考几门？你复习得怎么样？分享期末考试的感悟吧！ ​​​​,14317,4562,22286,https://wx4.sinaimg.cn/orj360/9e5389bbly1galndbt275j20u01hcteb.jpg,https://weibo.com/2656274875/Io4y1FIr9?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 14:02 来自 微博 weibo.com            	                                            已编辑,#期末考试感悟#【期末考试来啦！转发！大家都是“过儿”！过！💯💯💯】你的期末考试考几门？你复习得怎么样？分享期末考试的感悟吧！ ​​​​,14317,4562,22286,https://wx4.sinaimg.cn/orj360/9e5389bbly1galndbt275j20u01hcteb.jpg,https://weibo.com/2656274875/Io4y1FIr9?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 13:21 来自 微博原生直播            	                                            已编辑,【#入冬以来最强雨雪天气#】昨晚，2020年首轮大范围雨雪天气过程开启，雨雪将逐渐覆盖西南、西北、河南、京津冀及西藏等地，雨雪范围大、持续时间长，各地气温也将大幅下滑。直播带你看各地入冬以来最强雨雪天气。#暴雪蓝色预警# 央视新闻的微博直播 . ​​​​,705,2360,21518,,https://weibo.com/2656274875/Io4hx1ynh?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 12:30 来自 微博 weibo.com,#熊猫和布娃娃的区别#大家请注意，现在插播一条新闻，谁丢失了布娃娃一个，转发举手！ ​​​​,1343,1754,9676,"https://wx1.sinaimg.cn/thumb150/9e5389bbly1galkfgif4mj20sg0izag5.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1galkfgi8boj20sg0izwj3.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1galkfgioehj20sg0izjw5.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1galkfgqn80j20sg0izgra.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1galkfgip5tj20sg0izgpo.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1galkfgirlpj20sg0izjuf.jpg,https://wx3.sinaimg.cn/thumb150/9e5389bbly1galkfglbsnj20sg0izdil.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1galkfglgw6j20sg0iz79o.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1galkfglnq8j20sg0izn1t.jpg",https://weibo.com/2656274875/Io3WAjgax?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 11:58 来自 微博 weibo.com,【#江南温暖或破历史纪录# 你家是冷是热？】昨晚，2020年首轮大范围雨雪天气过程已经开启，然而，长江中下游一带近日气温却将进一步回升……上海、杭州、南昌，最高气温都有可能超过20℃，较常年同期平均水平偏高10℃以上。这种温度在1月是非常罕见的，并有可能挑战1月上旬的极值纪录！ ​​​​,556,1274,4766,https://wx1.sinaimg.cn/orj360/9e5389bbly1galjtcgr33j20j60fxq5y.jpg,https://weibo.com/2656274875/Io3JM2bdC?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 11:27 来自 微博云剪,【#你见过的奇葩图省事行为# 男子图省事自己钻进安检机】2日凌晨，北京西站，一位旅客过安检时，因“冬天穿太厚，携带的行李摘起来麻烦”，直接趴到安检机上，连人带包过了安检，安检员立即将机器停止。民警对该旅客进行了安全教育……你还见过哪些图省事的奇葩行为？ 央视新闻的微博视频 ​​​​,862,1552,17234,,https://weibo.com/2656274875/Io3x9xMlh?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 10:53 来自 微博云剪,【#能量石带一天相当于做百次胸片#】近日，大连海关发现一名年轻女孩的背包触发核辐射报警！背包中发现一枚金黄色石盘，是母亲托朋友买来保健康的…经检测，其辐射严重超标！把它带身上一天，与做近百次胸片相当！女孩儿已出现眩晕、流鼻血症状，正接受医学观察！转发提醒！想健康多锻炼！  ​​​​...展开全文,2389,1504,11400,,https://weibo.com/2656274875/Io3jyeuRE?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 10:18 来自 微博云剪            	                                            已编辑,【#新年同唱这首歌# 我的祖国！转起！】2020年伊始，全国13所高校师生校友、粤港澳大湾区青年等各界群众共同唱响《我的祖国》！其中，上海音乐学院用网络虚拟合唱的形式，邀请师生校友们同唱一首歌！转发！祝福我的祖国！@蔡程昱 @未来的方书剑 央视新闻的微博视频 ​​​​,9590,2634,43789,,https://weibo.com/2656274875/Io359eQZn?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 09:57 来自 微博 weibo.com            	                                            已编辑,【#鼠年生肖邮票#今天发行！转起！迎鼠年~】今天，《庚子年》特种邮票在国家博物馆发行，邮票1套2枚，面值各为1.20元。第一图名为“子鼠开天”，第二图为“鼠兆丰年”。邮票首次运用激光雕刻制版技术和无色荧光油墨，还加入邮票数字化内容，用户可扫描邮票，AR交互看视频~（央视记者唐颖） ​​​​,995,776,4365,"https://wx4.sinaimg.cn/thumb150/9e5389bbly1galgb47sjjj20e00e33za.jpg,https://wx3.sinaimg.cn/thumb150/9e5389bbly1galgb47nsqj20ds0e30tm.jpg",https://weibo.com/2656274875/Io2WzDE69?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 09:29 来自 微博云剪,#为防住户偷暖气水谎称加粪便#【白岩松：服务部门不能这样恶心人 但怎么处理偷水居民？】近日，辽宁抚顺有些居民被发现放暖气水清洁室内、烫脚。供暖公司每天损失9千元，于是称水箱加了粪便…媒体当然批评公司，最终经理承认没放。但不能因为居民是被服务对象，天天偷水，就稀里糊涂过去吧。你怎么看？ ​​​​...展开全文,323,903,6224,,https://weibo.com/2656274875/Io2LclQBf?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 09:06 来自 国内综艺 · 视频社区,【值得慢慢看完~#李七月#8年前采访失败 8年后重新采访！】8年前#主持人大赛# ，李七月遇到一位不善言辞的嘉宾，5分钟没有问到任何有价值的信息，这次失败的采访，让她选择成为一名记者；8年后，李七月决定在跌倒的地方爬起来，重新采访同一个人——曹正富。8年的变化↓↓↓转发分享！致敬岁月与成长！ ​​​​...展开全文,1442,720,10472,,https://weibo.com/2656274875/Io2BN1EUl?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 08:28 来自 微博 weibo.com,【明天小寒 准备过年！】“小寒大寒，冻成冰团”。明天5时30分将迎来“小寒”节气。①开始进入一年中最寒冷的日子；②做好防寒保暖措施，注重头部、腹部和足部保暖；③多吃些御寒食物，如红枣、萝卜、橘子、牛肉、鸡肉等；④旧岁已近暮，新岁将登场。准备回家过年啦！ ​​​​,1021,450,2287,"https://wx2.sinaimg.cn/thumb150/9e5389bbly1gakwv1hcupj20p00p0k29.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gakwv1hollj20p00p0ak7.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gakwv1hdfpj20p00p0n8u.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gakwv1hehpj20p00p0wrt.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1gakwv1h5q3j20p00p012q.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1gakwv1hfnhj20p00p07i6.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gakwv1l93uj20p00p04aw.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gakwv1leipj20p00p0wrw.jpg,https://wx3.sinaimg.cn/thumb150/9e5389bbly1gakwv1ld34j20p00p013c.jpg",https://weibo.com/2656274875/Io2mwzAwh?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 07:54 来自 微博 weibo.com,【#武磊成首位攻破巴萨球门的中国球员# 转起祝贺！】北京时间5日04:00，在西班牙人与巴萨的加泰德比中，武磊在第73分钟替补上场，在第88分钟破门。这粒进球帮助西班牙人在主场2-2绝平巴萨，而武磊个人也成为了历史上首位攻破巴萨球门的中国球员！武磊，好样的！ ​​​​,1313,1101,10481,,https://weibo.com/2656274875/Io28Hn3mt?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 07:30 来自 微博 weibo.com,【急转！#使馆提醒在美中国公民注意安全#】近日，伊朗“圣城旅”指挥官遇袭死亡后，美国各城市加强安全措施，首都华盛顿处于戒备状态。中国驻美国大使馆提醒在美中国公民提高警惕，注意安全防范。如遇危险或突发情况，及时拨打911。如需领事协助，请拨打外交部24小时应急电话01186-10-12308。（央视记 ​​​​...展开全文,7738,6151,182090,https://wx1.sinaimg.cn/orj360/9e5389bbly1galc1te69kj20go0p0q7x.jpg,https://weibo.com/2656274875/Io1YNAOjZ?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066584&ssig=2%2FgeBnaTfX",1月5日 07:00 来自 微博 weibo.com,【新的一年，转存9条关于自律的建议！】当你知道自己想要去哪儿，并且全力以赴奔跑的时候，全世界都会为你让路。9条关于自律的建议，愿你变成更好的自己！ ​​​​,3159,397,3918,"https://wx3.sinaimg.cn/thumb150/9e5389bbly1gaktyvwk9ej20p00p0dkl.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1gaktyvw0b3j20p00p043a.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1gaktyvw4z3j20p00p0dl0.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1gaktyvwdayj20p00p0wj5.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1gaktyvx8qlj20p00p0jvu.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1gaktyvw49sj20p00p0n2f.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1gaktyvzc0dj20p00p0wjo.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1gaktyw1tctj20p00p0q7u.jpg,https://wx3.sinaimg.cn/thumb150/9e5389bbly1gaktyw1b3rj20p00p043k.jpg",https://weibo.com/2656274875/Io1MDt1FP?from=page_1002062656274875_profile&wvr=6&mod=weibotime
,,,,,,,
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066633&ssig=cYmcbapEb9",1月4日 22:48 来自 微博 weibo.com,【夜读丨有个人说要保护我，可后来的大风大浪都是他给的】 有个人说要保护我，可后来的大风大浪都是他给的 ​​​​,2725,863,6442,,https://weibo.com/2656274875/InYzc2IYY?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066633&ssig=cYmcbapEb9,https://tvax4.sinaimg.cn/crop.0.0.512.512.180/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066633&ssig=CcWu5pO7Gt",1月4日 22:39 来自 微博云剪,#第一书记扶贫带货#【分享大山书记的VLOG】四川眉山丹棱县廖店村第一书记万志均，带领村民们用电商销售农产品，2019年销售额达800万。来看看这位大山里的“网红书记”，VLOG里说了啥↓↓想吃书记村里果子的，戳链接→ 网页链接（央视记者宋建春 施绍宇） 央视新闻的微博视频 ​​​​,493,437,7135,,https://weibo.com/2656274875/InYvDBrhS?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066633&ssig=cYmcbapEb9","1月4日 22:03 来自 微博抽奖平台,2019-12-26 22:47
         来自 微博 weibo.com    	                            已编辑","恭喜@好像有一点相信 等10名用户获得【vivo X30 Pro手机】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台,【#金环日食奇观# 今日现身天宇！戳图↓↓转发送福利！】2019年最后一场天文大戏今天上演！我国全境都能观测#日偏食#，你看到了吗？看网友持vivo X30 Pro 60倍变焦拍摄的天文盛况。关注@央视新闻 转发本条微博，抽奖送出10台vivo X30 Pro手机！一起记录精彩瞬间吧！ ​ 抽奖详情 ​​​​",113,372,1441,"https://wx2.sinaimg.cn/thumb150/9e5389bbly1gaaiczg14bj21400u0q5s.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gaaiczg4igj21400u0abm.jpg,https://wx3.sinaimg.cn/thumb150/9e5389bbly1gaaiczgz0gj21400u0wgu.jpg",https://weibo.com/2656274875/InYgL56gT?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597066633&ssig=cYmcbapEb9",1月4日 21:44 来自 微博 weibo.com,【#被兵哥哥的驾考吓到#】花式甩尾、集体漂移、酷炫侧方、S形倒车扎气球，还要通过仅一轮胎宽的双轨桥、方便面一样的波形路……近日，西藏军区某汽车运输旅迎来新年大考。看视频，感受下高原汽车兵的必训课目↓↓网友：别的不说，你瞅瞅路上的车痕，太服气了军报记者的微博视频 ​​​​,15525,11484,245180,,https://weibo.com/2656274875/InY8X4FzU?from=page_1002062656274875_profile&wvr=6&mod=weibotime
