头像,WB_from,WB_text,forward,comment,like,缩略图,weibo_url
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057089&ssig=gJ0KJ3Wu%2B3",2月23日 21:43 来自 微博云剪,【习近平：#不获全胜决不轻言成功#】统筹推进新冠肺炎疫情防控和经济社会发展工作部署会议23日在北京召开。习近平出席会议并发表重要讲话。他强调，各级党委和政府必须高度警惕麻痹思想、厌战情绪、侥幸心理、松劲心态，继续毫不放松抓紧抓实抓细各项防控工作，不获全胜决不轻言成功。各级干部特别是领 ​​​​...展开全文,873,563,4709,,https://weibo.com/2656274875/IvzvAc1Ja?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057089&ssig=gJ0KJ3Wu%2B3",2月23日 21:29 来自 微博 weibo.com,【#七旬爷爷托医生给老伴儿送玫瑰#】近日，湖北武汉，七旬老夫妻尹爷爷和杨奶奶被确诊为新冠肺炎后，一起入院接受治疗。经救治，尹爷爷身体逐渐好转，即将出院时，他委托医生给老伴儿送一朵玫瑰花，并写了一封信，“希望你安心养病，早日康复，我们家中相聚”。网友：好浪漫，爷爷奶奶都要平安 ​​​​...展开全文,406,421,5589,,https://weibo.com/2656274875/IvzpJiigv?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057089&ssig=gJ0KJ3Wu%2B3",2月23日 21:10 来自 微博云剪            	                                            已编辑,【#独居老人说民警是她的精神支柱#】每隔一两天，武汉武昌区公安分局中南#警务站站长刘俊#，都会去看望76岁的独居老人李婆婆。李婆婆的女儿远在日本，疫情发生后，刘俊警官担心老人无法自理，经常送来吃的，也成为老人与外界联系的通道。在老人心里：“他是朋友，也是精神支柱。”（总台央视记者董 ​​​​...展开全文,828,1379,28344,,https://weibo.com/2656274875/Ivzi49PGY?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057089&ssig=gJ0KJ3Wu%2B3",2月23日 20:46 来自 微博 weibo.com            	                                            已编辑,#钻石公主号确诊691例新冠肺炎#【#钻石公主号新增57例确诊#】据日本放送协会23日最新消息，已确认邮轮“钻石公主”号新增57人感染新冠肺炎。目前“钻石公主”号上的船员和乘客被确认感染者共计691人。（总台记者何欣蕾） ​​​​,464,1550,25669,https://wx3.sinaimg.cn/orj360/9e5389bbly1gc6mg0jb7cj20p00p04b2.jpg,https://weibo.com/2656274875/Ivz8tnhQ0?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057089&ssig=gJ0KJ3Wu%2B3,https://tvax4.sinaimg.cn/crop.0.0.512.512.180/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057089&ssig=9qEr+tZqH5",2月23日 20:30 来自 微博云剪            	                                            已编辑,【这次换我来！#杜富国兄妹一线抗疫#】疫情面前，妹妹@湄潭杜富佳 主动请战奔赴一线、弟弟杜富民坚守在自己工作的医院重症病房、四弟杜富强在西藏山南巡逻戍边。“你退后，让我来！”大哥杜富国在雷场上的这句话，是弟弟妹妹最大的鼓舞！他们，在不同岗位，用行动诠释着恪尽职守的意义。致敬！  ​​​​...展开全文,709,555,7105,,https://weibo.com/2656274875/Ivz20Dq3X?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057089&ssig=gJ0KJ3Wu%2B3",2月23日 20:05 来自 微博 weibo.com,【习近平：#越是在这个时候越要坚定信心#】①中华民族历史上经历过很多磨难，但从来没有被压垮过，而是愈挫愈勇，不断在磨难中成长、从磨难中奋起；②实践证明，党中央对疫情形势的判断是准确的，各项工作部署是及时的，采取的举措是有力有效的；③在充分肯定成绩的同时，各级党委和政府必须高度警惕麻 ​​​​...展开全文,2564,1395,10812,"https://wx1.sinaimg.cn/thumb150/9e5389bbly1gc6l93kwvrj20u01hcnpd.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gc6l93kvwqj20u01hcnpd.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gc6l93l0mrj20u01hcqv5.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1gc6l93l3coj20u01hchdt.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1gc6l93kvcuj20u01hcnpd.jpg,https://wx3.sinaimg.cn/thumb150/9e5389bbly1gc6l93ksauj20u01hcnpd.jpg",https://weibo.com/2656274875/IvyRV5KhX?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057089&ssig=gJ0KJ3Wu%2B3",2月23日 19:34 来自 微博 weibo.com,【谢谢，#这么好的你#】120名志愿者4小时劳动，让一家口罩企业产能翻倍；一声征集，1500多名网约车司机组成志愿保障车队；有人平均每天工作14小时，开车跑400公里，将100余箱、超1吨重的物资送到武汉各医院……超过20个志愿者群，他们在默默守护这座城。#14亿人在战斗每个你都算数#，加油！ ​​​​,698,524,5952,"https://wx2.sinaimg.cn/thumb150/9e5389bbly1gc6kd230ccj20p018nhap.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1gc6kd2d2xwj20p018n1kx.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1gc6kd262ptj20p018nb29.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gc6kd2k2bxj20p018nb29.jpg,https://wx3.sinaimg.cn/thumb150/9e5389bbly1gc6kd2go22j20p018n7wi.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1gc6kd2f8kpj20p018nqpp.jpg,https://wx3.sinaimg.cn/thumb150/9e5389bbly1gc6kd2aztpj20p018n7wh.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1gc6kd2iyzgj20p018n7wh.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1gc6kd2k2gnj20p018nhdt.jpg",https://weibo.com/2656274875/IvyFgjEUZ?from=page_1002062656274875_profile&wvr=6&mod=weibotime
,,,,,,,
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk",2月23日 19:00 来自 微博原生直播,今天#新闻联播#有哪些重点？聚焦哪些大事？#在微博看联播#，一起关注！ 央视新闻的微博直播 . ​​​​,1119,584,29833,,https://weibo.com/2656274875/Ivyrga6FC?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk",2月23日 19:00 来自 微博原生直播,今天#新闻联播#有哪些重点？聚焦哪些大事？#在微博看联播#，一起关注！ 央视新闻的微博直播 . ​​​​,1119,584,29833,,https://weibo.com/2656274875/Ivyrga6FC?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk,https://tvax4.sinaimg.cn/crop.0.0.512.512.180/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=8ldSc8TjQn",2月23日 18:53 来自 微博原生直播,【直播！#煲仔饭给热干面打call#】你知道机器人是如何做煲仔饭的吗？今天，总台记者打包了260份做饭机器人制作的煲仔饭，送到支援武汉的广东医疗队驻地，请大家品尝家乡美食。关注直播↓一起为医护人员加油！（总台央视记者李璟慧） 央视新闻的微博视频 . ​​​​,341,1430,22850,,https://weibo.com/2656274875/IvyoDjgLr?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk",2月23日 18:45 来自 微博云剪,【有点暖！#方舱医院里行走的二维码#】汉阳国博方舱医院，患者们都亲切互称“舱友”。为让患者更好地治疗康复，医务人员建立了一个“汉阳方舱家人群”，并将二维码贴到防护服上。在群里，患者不光跟医护人员了解病情，还给他们介绍武汉的美食、好玩的地方，一起聊家长里短。医生王从政说：“等疫情 ​​​​...展开全文,428,415,8889,,https://weibo.com/2656274875/Ivyld8Hs9?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk",2月23日 18:16 来自 微博 weibo.com            	                                            已编辑,【转发倾听！来自#战疫一线工作人员的心声#】日夜奋战的民警张晓红、让患者安心的医护人员赵培玉、奋战50多天的医生余亭、维系城市运转的外卖骑手吴辉、干过多工种的志愿者华雨辰……今天，#国新办在武汉举行发布会#上，他们的感言让人触动。不同岗位、相同心愿——我们一定能战胜疫情！加油！ ​​​​,336,216,2459,"https://wx4.sinaimg.cn/thumb150/9e5389bbly1gc6i3ql8c4j20p018n4qp.jpg,https://wx3.sinaimg.cn/thumb150/9e5389bbly1gc6i3qip10j20p018nb29.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1gc6i3qinpaj20p018nb29.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1gc6i3qjgdoj20p018nb29.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1gc6i3qk6h6j20p018ne81.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1gc6i3qjyl4j20p018n1kx.jpg",https://weibo.com/2656274875/Ivy9vpdkT?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk",2月23日 17:25 来自 微博 weibo.com            	                                            已编辑,#伤害医务人员坚决查处#【中央：#一线医务人员薪酬水平提高2倍#】中央应对新型冠状病毒感染肺炎疫情工作领导小组印发通知，就进一步保护关心爱护医务人员提出十方面措施。①要提高疫情防治人员薪酬待遇。各地要在落实现有政策基础上，将湖北省（含援湖北医疗队）一线医务人员临时性工作补助标准提高1 ​​​​...展开全文,2218,3942,62652,https://wx1.sinaimg.cn/orj360/9e5389bbly1gc6gmyjnwlj20go0gotiq.jpg,https://weibo.com/2656274875/IvxOWDLr7?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk",2月23日 17:24 来自 微博云剪            	                                            已编辑,【#当当网职员确诊病例真实情况#】北京市疾控中心副主任庞星火：昨天对当当网进行约谈，患者李某，女，当当网职员，户籍黑龙江，现住北京通州，1月21日从北京回黑龙江，2月5日乘坐火车返京，2月13日她出现咽痛腹泻，2月14日居家未外出，2月13日其母亲吴某某被诊断为新冠疑似病例，患者李某被确定为密切 ​​​​...展开全文,284,728,3802,,https://weibo.com/2656274875/IvxOu0MUe?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk",2月23日 17:21 来自 微博云剪,【90后志愿者华雨辰：#我们誓与武汉共进退#】武汉市青山区钢花小学音乐教师华雨辰是一名志愿者，怕父母担心，骗他们说自己在值班。父亲得知后甚至要替她去值班。她说：“每天无论多晚回家父母都等着我，进门的时候帮我消毒，给我喝鸡汤，一直说你多吃一点，多喝一点，增加抵抗力。我们誓与武汉共进退。 ​​​​...展开全文,707,933,9824,,https://weibo.com/2656274875/IvxNegejD?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk",2月23日 17:05 来自 微博云剪            	                                            已编辑,【#疫情过后的小心愿#】想快点回家，扑到爸爸妈妈的怀里大哭一场、和家人补一顿团圆饭、在开满樱花的武汉街头，吃一碗热乎乎香喷喷的热干面、大家都平平安安的，相互拥抱……这是战疫一线工作人员的小心愿！一起加油！期待花开疫散！ 央视新闻的微博视频 ​​​​,265,239,2068,,https://weibo.com/2656274875/IvxGN6YEb?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk",2月23日 17:03 来自 微博云剪,【人民警察张晓红：#我为战友感到骄傲#】1月23日凌晨，武汉市硚口区公安分局局长张晓红两小时内组织300警力，赶到武汉天河机场执行交通管制任务。一个多月以来，硚口区民警日夜奋战，承担了路口的守控和医院的防控。张晓红说，在硚口公安流传着一句口号，“抗击疫情用我必胜”，我深深地为这些战友感到 ​​​​...展开全文,97,144,1386,,https://weibo.com/2656274875/IvxFYyALO?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk",2月23日 16:59 来自 微博云剪            	                                            已编辑,【#战疫一线工作人员齐声喊加油#】我们一定可以取得疫情防控战疫的胜利！中国加油！湖北加油！武汉加油！转！ 央视新闻的微博视频 ​​​​,142,126,992,,https://weibo.com/2656274875/IvxEicSDC?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk",2月23日 16:58 来自 微博云剪            	                                            已编辑,【90后志愿者华雨辰：#我是志愿者哪里需要去哪里#】武汉市青山区钢花小学音乐老师志愿者华雨辰：我不是医生，没有办法上前线救助病人，也没有物资的资源，作为武汉人，我报名加入志愿者贡献自己的力量。和很多志愿者一样，我们都是哪里需要就赶去哪里，我当过接送医护人员的司机，也当过测温员，还当过 ​​​​...展开全文,266,398,3539,,https://weibo.com/2656274875/IvxDGombJ?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk",2月23日 16:56 来自 微博云剪            	                                            已编辑,【外卖骑手吴辉：#我们基层工作者发着光#】吴辉：我们一个骑手小哥说，他的顾客想拥抱他时，他好像在发光；水果店的小姐姐看我东西多，帮我上货；邮局的小女孩帮我重新打包……有这么多人坚守岗位，#我相信最先怂的是病毒#！我希望普通岗位的普通人，能得到更多理解和尊重；我也希望可以多赚点钱，在武 ​​​​...展开全文,272,289,3567,,https://weibo.com/2656274875/IvxCUhk3R?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057092&ssig=IfqvFGv0qk",2月23日 16:39 来自 微博云剪,【外卖骑手吴辉：#我们是维系城市运转的摆渡人#】吴辉：本来计划春节继续工作，可疫情愈发严重，我也害怕，准备三十开始休息。三十晚，我吃着火锅，心里头很不舒服，觉得自己该做点什么。大年初一的第一单，我就送到了中南医院呼吸外科。这些天，我遇到了各种各样的人，也被各种各样的温暖所感动，我不 ​​​​...展开全文,441,401,4366,,https://weibo.com/2656274875/IvxwmgcNY?from=page_1002062656274875_profile&wvr=6&mod=weibotime
,,,,,,,
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057140&ssig=1F%2B2W9vLs6",2月23日 16:32 来自 微博云剪,【一线医护人员赵培玉：#在武汉20天有点想家#】今天，是中日友好医院援鄂医疗队护理组组长赵培玉来到武汉的第20天，她说，有一点想家。回忆当时驰援武汉报名，她表示：“大家报名的理由都很多。”“在这场看不见硝烟的战场中，我们既是白衣天使，又是白衣战士，我们有信心，也有能力，打赢这场仗 ​​​​...展开全文,333,361,7674,,https://weibo.com/2656274875/IvxttuLQU?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057140&ssig=1F%2B2W9vLs6",2月23日 16:26 来自 微博云剪,【一线战疫医生余亭：#身穿白大褂心理防线不能垮#】武汉市金银潭医院南四病区主任余亭表示：我和我的团队艰苦奋战了50多天，目前我病区6名医生，20名护士，共收治新型冠状病毒近200人，出院患者达150人。每天我们都会穿着密不透风的防护服进入病房，所有患者都没有亲属陪护，每次离开病房，我们全身都 ​​​​...展开全文,106,188,1715,,https://weibo.com/2656274875/IvxqHs8wc?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057140&ssig=1F%2B2W9vLs6",2月23日 16:15 来自 微博 weibo.com            	                                            已编辑,#韩国新冠肺炎确诊病例增至602例#【#韩国新冠肺炎致5人死亡#】据韩国卫生部门消息，截至当地时间23日16时，韩国新型冠状病毒确诊感染者人数已升至602人，死亡5人。（总台记者唐鑫） ​​​​,434,1806,24321,https://wx3.sinaimg.cn/orj360/9e5389bbly1gc6em0i4jcj20p00p04b2.jpg,https://weibo.com/2656274875/Ivxmt7LEk?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057140&ssig=1F%2B2W9vLs6",2月23日 16:12 来自 微博云剪,【#疫情期间商场如何做好防护#？】中国疾控中心研究员冯录召：近日，部分地区的商场已开始陆续开业。疫情期间商场该怎么做好卫生和防护工作？①商场应该建立防控制度，提高从业人员和顾客的风险防范意识，加强从业人员的健康监测。②建议在商场内设立一个应急区域，出现疑似症状人员时，可以先暂时隔离 ​​​​...展开全文,125,197,968,,https://weibo.com/2656274875/Ivxlmykq9?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057140&ssig=1F%2B2W9vLs6",2月23日 16:10 来自 微博原生直播,【直播！#北京疫情防控工作发布会#】今天下午，北京市举行第29场疫情防控工作新闻发布会。北京市卫生健康委、市疾控中心、北京妇产医院等有关单位介绍疫情防控情况，并答记者问。关注！(总台央视记者张伟泽 邓煜洲) 央视新闻的微博视频 . ​​​​,83,92,1951,,https://weibo.com/2656274875/Ivxkv2Wod?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057140&ssig=1F%2B2W9vLs6",2月23日 16:09 来自 微博云剪,【#配合流行病学调查是每个公民的义务#】中国疾控中心研究员冯录召表示，疾控人员包括负责现场调查与疫情分析的专业人员，他们在现场调查、与患者面对面交流，询问患者发病前后的暴露情况、接触情况、活动轨迹、就医情况，寻找与传染源和传播途径有关的蛛丝马迹，可以描绘清晰的传播链，为判定密切接触 ​​​​...展开全文,110,148,870,,https://weibo.com/2656274875/IvxjQifCz?from=page_1002062656274875_profile&wvr=6&mod=weibotime
"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597057140&ssig=1F%2B2W9vLs6",2月23日 16:01 来自 微博原生直播,【直播！#广东疫情防控发布会#】今天，广东省人举行新闻发布会，通报广东省新冠肺炎疫情和防控工作情况，重点介绍疫情防控和复工复产期间安全生产、消防救援、数字政府应用等方面情况。看直播↓关注！（总台央视记者陈木月） 央视新闻的微博视频 . ​​​​,68,118,1922,,https://weibo.com/2656274875/IvxgKx270?from=page_1002062656274875_profile&wvr=6&mod=weibotime
