,头像,WB_from,WB_text,forward,comment,like,缩略图,weibo_url
12,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157612&ssig=EaRRnX4E2G",5月11日 19:00 来自 微博原生直播,#在微博看联播#【直播！#新闻联播#】 央视新闻的微博直播 . ​​​​,90.0,114.0,2537.0,,https://weibo.com/2656274875/J1sjHsNho?from=page_1002062656274875_profile&wvr=6&mod=weibotime
13,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157612&ssig=EaRRnX4E2G",5月11日 18:43 来自 微博 weibo.com,【#伊朗海军演习误击自家军舰致19死15伤#】据伊朗媒体报道，伊朗海军10日演习时发生误击事件。一艘名为“贾马兰”号的驱逐舰错误发射导弹，将同样隶属于伊朗海军的“科纳拉克”号军舰击中。目前，事件造成至少19人死亡，15人受伤。据报道，事发时“科纳拉克”号没有同目标保持适当距离，被击中。（总台 ​​​​...展开全文,557.0,1033.0,4716.0,"https://wx1.sinaimg.cn/thumb150/9e5389bbly1geop8cp7isj20e2083jvz.jpg,https://wx4.sinaimg.cn/thumb150/9e5389bbly1geop8ffofyj20ei08u0zg.jpg",https://weibo.com/2656274875/J1sd51179?from=page_1002062656274875_profile&wvr=6&mod=weibotime
14,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157612&ssig=EaRRnX4E2G",5月11日 18:33 来自 微博 weibo.com,【#近14天7省份报告新增本土确诊病例# 疫情防控你关心啥？】今晚《新闻1+1》，白岩松将连线中国疾控中心流行病学首席专家吴尊友，就近期部分地区出现新增本土病例、疫情的常态化防控如何落实落细等问题进行解读。你有哪些问题想得到答案？#岩松帮你问#，快来留言↓ ​​​​,269.0,405.0,966.0,https://wx3.sinaimg.cn/orj360/9e5389bbly1geooxiyx8gj20sg0ezjuf.jpg,https://weibo.com/2656274875/J1s8QjTp2?from=page_1002062656274875_profile&wvr=6&mod=weibotime
15,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157612&ssig=EaRRnX4E2G",5月11日 18:06 来自 微博 weibo.com            	                                            已编辑,【转给毕业生！#两部门联合举办高校毕业生招聘周#，等你参与！】近日，教育部办公厅、人力资源社会保障部办公厅，决定联合举办2020年全国高校毕业生就业网络联盟招聘周活动。登录教育部大学生就业网（新职业网网页链接）、中国人力资源市场网（网页链接）、中国就业网（ ​​​​...展开全文,1004.0,500.0,2728.0,https://wx2.sinaimg.cn/orj360/9e5389bbly1geooidtcvej20rs178tox.jpg,https://weibo.com/2656274875/J1rXLxviK?from=page_1002062656274875_profile&wvr=6&mod=weibotime
17,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B,https://tvax1.sinaimg.cn/crop.0.0.200.200.180/006pGYAoly1gdl13ikp0fj305k05k748.jpg?KID=imgbed,tva&Expires=1597157615&ssig=OC/KUHZ6dx",5月11日 17:17 来自 微博 weibo.com,【#厨师向锅里吐口水餐厅被责令停业#】近日，郑先生在西安“苏福记”城市立方店吃饭时，某道菜味儿偏重，服务员重新上菜后菜里有烟头。查看监控时，郑先生发现厨师竟向炒菜锅里吐口水！涉事厨师称自己咽炎犯了。当地市场监管局已责令该餐厅立即停业整改，拟处以10万元罚款并吊销其《食品经营许可证》。 ​​​​...展开全文,760.0,1880.0,10573.0,,https://weibo.com/2656274875/J1rE3bwFi?from=page_1002062656274875_profile&wvr=6&mod=weibotime
18,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B,https://tvax1.sinaimg.cn/crop.0.0.200.200.180/006pGYAoly1gdl13ikp0fj305k05k748.jpg?KID=imgbed,tva&Expires=1597157615&ssig=OC/KUHZ6dx",5月11日 17:17 来自 微博 weibo.com,【#厨师向锅里吐口水餐厅被责令停业#】近日，郑先生在西安“苏福记”城市立方店吃饭时，某道菜味儿偏重，服务员重新上菜后菜里有烟头。查看监控时，郑先生发现厨师竟向炒菜锅里吐口水！涉事厨师称自己咽炎犯了。当地市场监管局已责令该餐厅立即停业整改，拟处以10万元罚款并吊销其《食品经营许可证》。 ​​​​...展开全文,760.0,1880.0,10573.0,,https://weibo.com/2656274875/J1rE3bwFi?from=page_1002062656274875_profile&wvr=6&mod=weibotime
19,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B,https://tvax4.sinaimg.cn/crop.0.0.512.512.180/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=q2il5gjpuj",5月11日 16:48 来自 微博云剪,【#北大教授揭秘河洛古国#】近日，在河南双槐树村，距今约5300~5000年的“河洛古国”，历经15年发掘，终于被揭开神秘面纱。它是不是黄帝时代的都城遗址？北京大学教授李伯谦：“黄帝时代是一个时期，黄帝不是指一个人，而是一个部落。不排除它是黄帝时代的都邑所在，至少是早期中国的酝酿阶段。 ​​​​...展开全文,3535.0,2576.0,30885.0,,https://weibo.com/2656274875/J1rshBMtQ?from=page_1002062656274875_profile&wvr=6&mod=weibotime
20,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B",5月11日 16:16 来自 微博 weibo.com,#最高法发布8件涉医犯罪典型案例#【#孙文斌故意杀人案列入最高法典型案例#】今天，最高法官网发布涉医犯罪典型案例，其中包括孙文斌故意杀人案。最高法表示，典型案例从多个角度阐述了人民法院对涉医犯罪“零容忍”的态度和立场。对孙文斌判处死刑，体现了坚决惩治暴力杀医犯罪的严正立场。（总台央视 ​​​​...展开全文,802.0,427.0,3766.0,"https://wx2.sinaimg.cn/thumb150/9e5389bbly1geokz2h3m1j20u00xb4qp.jpg,https://wx3.sinaimg.cn/thumb150/9e5389bbly1geokz2dhukj20sw0pagob.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1geokz2diw5j20q00q1q5o.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1geokz2dex3j20q00oggny.jpg,https://wx1.sinaimg.cn/thumb150/9e5389bbly1geokz2dkm2j20q10l3406.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1geokz2dpr7j20q20ms40h.jpg,https://wx3.sinaimg.cn/thumb150/9e5389bbly1geokz2h4e4j20py0md764.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1geokz2hwu4j20q10ja75n.jpg,https://wx3.sinaimg.cn/thumb150/9e5389bbly1geokz30047j20u015i7wh.jpg",https://weibo.com/2656274875/J1rfhasCG?from=page_1002062656274875_profile&wvr=6&mod=weibotime
21,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B",5月11日 15:37 来自 微博 weibo.com            	                                            已编辑,【习近平：#全社会都要理解和支持护士#】在国际护士节到来之际，中共中央总书记、国家主席、中央军委主席习近平代表党中央，向全国广大护士致以节日的祝贺和诚挚的慰问！习近平指出，新冠肺炎疫情发生后，广大护士义无反顾、逆行出征，白衣执甲、不负重托，英勇无畏冲向国内国外疫情防控斗争第一线， ​​​​...展开全文,1153.0,674.0,5329.0,"https://wx2.sinaimg.cn/thumb150/9e5389bbly1geolnyn39ij20u01hckjl.jpg,https://wx2.sinaimg.cn/thumb150/9e5389bbly1geolny1datj20u01hckjl.jpg",https://weibo.com/2656274875/J1qZiEGkl?from=page_1002062656274875_profile&wvr=6&mod=weibotime
22,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B",5月11日 15:30 来自 微博 weibo.com            	                                            已编辑,【#陕西省委原书记赵正永受贿案一审开庭#】今天，天津市第一中级人民法院一审公开开庭审理了中共陕西省委原书记赵正永受贿一案。天津市人民检察院第一分院指控：2003年至2018年，被告人赵正永利用职务便利，收受财物共计折合人民币7.17亿余元。其中2.91亿余元尚未实际取得，属犯罪未遂。赵正永当庭表示 ​​​​...查看图片展开全文,1929.0,4628.0,21375.0,,https://weibo.com/2656274875/J1qWC3MFB?from=page_1002062656274875_profile&wvr=6&mod=weibotime
23,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B",5月11日 15:10 来自 微博云剪            	                                            已编辑,【#近14天7省份报告新增本土确诊病例#】国家卫健委发言人米锋：10日，全国连续26天无新增死亡病例，#现有重症病例首降至10例以下#，境外输入现有确诊降至100例以下。最近14天，7个省份报告了新增本土确诊病例，本土聚集性疫情相关病例继续增加，要查明传染源和传播路径，做好隔离治疗和医学观察，切断 ​​​​...展开全文,559.0,250.0,1171.0,,https://weibo.com/2656274875/J1qOnoRUy?from=page_1002062656274875_profile&wvr=6&mod=weibotime
24,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B",5月11日 15:01 来自 微博原生直播,【直播！#国务院联防联控机制举行新闻发布会#】今天，国务院联防联控机制召开新闻发布会，请北京市卫健委负责人和医疗、疾控专家就北京市疫情防控管理等回答媒体提问。关注！(总台央视记者关红妍) 央视新闻的微博直播 . ​​​​,86.0,114.0,1551.0,,https://weibo.com/2656274875/J1qKDvA7a?from=page_1002062656274875_profile&wvr=6&mod=weibotime
25,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B",5月11日 14:30 来自 微博云剪,【她#是澳门女儿也是武汉媳妇#】武汉大学人民医院麻醉医师苏娃婷是澳门人，也是“武汉媳妇”。疫情期间，本在澳门探亲的她，带着两个孩子辗转回到武汉一线，和同在一个医院的丈夫雷少青共同作战。同事还在她的防护服后写着“武汉媳妇”。苏娃婷说：“武汉是我的家，家有难，我应该来帮她！”致敬！ ​​​​...展开全文,379.0,502.0,5772.0,,https://weibo.com/2656274875/J1qydopmU?from=page_1002062656274875_profile&wvr=6&mod=weibotime
26,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B",5月11日 14:01 来自 微博原生直播            	                                            已编辑,【直播！来看#珠峰上的5G基站#】2020珠峰高程测量已正式启动，全球海拔最高的5G基站也在珠峰前进营地开通。5G如何登上珠峰？海拔6500米的5G基站信号如何？ @央视新闻 连线在海拔6500米珠峰前进营、海拔5800米过渡营和海拔5200米大本营的记者、5G建设者，#陪你看珠峰#↓网页链接   ​​​​...展开全文,347.0,1131.0,2986.0,,https://weibo.com/2656274875/J1qmlFmoV?from=page_1002062656274875_profile&wvr=6&mod=weibotime
27,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B",5月11日 13:48 来自 微博 weibo.com,#全球抗疫第一线#【#美国西班牙英国意大利累计确诊近200万#】一图了解新冠肺炎世界疫情形势！点击链接→ 网页链接 关注！ ​​​​,371.0,412.0,1838.0,https://wx1.sinaimg.cn/orj360/9e5389bbly1geogp8j4xyj20u01hcaj7.jpg,https://weibo.com/2656274875/J1qhi62mv?from=page_1002062656274875_profile&wvr=6&mod=weibotime
28,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B",5月11日 13:18 来自 微博云剪,【#舒兰宣布全面进入战时状态#】吉林省舒兰市市长金华：近期舒兰市出现了13例本土确诊病例，打破了全省73天无本土新增病例的持续向好局面。舒兰将深刻汲取教训，按高等级风险防控的要求，全面进入战时状态，采取最严格的管控措施，全力以赴做好疫情防控。全市所有诊所、零售药店一律停止销售治疗发热类 ​​​​...展开全文,1077.0,1167.0,7807.0,,https://weibo.com/2656274875/J1q4RuhYy?from=page_1002062656274875_profile&wvr=6&mod=weibotime
29,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B",5月11日 13:13 来自 微博云剪,【#吉林舒兰追踪到密接290人均已隔离#】今天，吉林通报舒兰疫情防控情况，吉林省政府副秘书长高材林介绍：目前舒兰市社会基本面稳定。当地已精准开展了摸底排查，将可能接触的人员全部纳入筛查范围，严格排查。截至目前，已排查2005人，追踪到确诊病例和无症状感染者的密切接触者290人，均已隔离。  ​​​​...展开全文,450.0,587.0,3594.0,,https://weibo.com/2656274875/J1q33b6sb?from=page_1002062656274875_profile&wvr=6&mod=weibotime
30,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B",5月11日 12:42 来自 微博云剪,【#钟南山说往前走还有很重的任务#】今天，#钟南山接援伊拉克专家回院报到#时说：我作为老职工，非常感谢你们！现在正是非常困难的时候，既要复工又要严防。9日吉林舒兰出现11个聚集病例，往前走我们还有很重的任务。我相信年轻人经过锻炼，以后都会成为骨干，很快就会比我们这些老一代干得更好！  ​​​​...展开全文,549.0,507.0,6937.0,,https://weibo.com/2656274875/J1pQjmk8M?from=page_1002062656274875_profile&wvr=6&mod=weibotime
31,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157615&ssig=TE2WlvHrc%2B",5月11日 12:25 来自 微博云剪,【#香港毕业生说很想参与国家航天事业#】梁振英：香港的经济结构较单一，学习机械工程的学生在香港很难找到飞机设计与制造工作。前两天，几个香港应届毕业生和我说，很希望能参与我们国家航空航天事业的发展。这个我们可以安排！我鼓励香港的年轻朋友多到内地找机会，也鼓励内地的青年朋友多来香 ​​​​...展开全文,389.0,1435.0,13458.0,,https://weibo.com/2656274875/J1pJt09nC?from=page_1002062656274875_profile&wvr=6&mod=weibotime
33,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157663&ssig=yeQVe6Hkod",5月11日 12:13 来自 微博原生直播            	                                            已编辑,【直播！#上海迪士尼今天重新开放#】停业3个多月后，上海迪士尼度假区于今天重新对公众开放，这也是全球第一家恢复开园的迪士尼乐园。开放首日，客流情况如何？游客入园及游乐项目采取了哪些防控措施？看↓（总台央视记者吴琼） 央视新闻的微博视频 . ​​​​,441.0,931.0,7530.0,,https://weibo.com/2656274875/J1pEHgqKh?from=page_1002062656274875_profile&wvr=6&mod=weibotime
34,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157663&ssig=yeQVe6Hkod",5月11日 12:08 来自 微博原生直播,【直播！吉林省舒兰市疫情防控新闻发布会】9日，吉林省舒兰市新增11例本地新冠肺炎确诊病例；10日，#吉林新增3例确诊均为舒兰市确诊病例密接#。目前，#舒兰市为国内唯一高风险地区#。今天，吉林省在舒兰市召开视频发布会通报最新疫情。关注！（总台央视记者孙建德 刘强 吴刚） 央视新闻的微博视频 . ​​​​,501.0,1056.0,8695.0,,https://weibo.com/2656274875/J1pCFooZT?from=page_1002062656274875_profile&wvr=6&mod=weibotime
35,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157663&ssig=yeQVe6Hkod",5月11日 11:48 来自 微博云剪,【#梁振英谈到西方政客病毒言论笑了#：香港没人信】西方抛出“中国病毒论”的论调，是否会对香港产生影响？梁振英：美国总统身边有人常讲笑话，翻来覆去地讲，今天的我打倒昨天的我，在这个问题上，香港没人相信。这些自相矛盾的说法，会影响他们的声誉。#梁振英说美国官员是今天打倒昨天的自己#  ​​​​...展开全文,287.0,399.0,5438.0,,https://weibo.com/2656274875/J1pupx1qe?from=page_1002062656274875_profile&wvr=6&mod=weibotime
36,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157663&ssig=yeQVe6Hkod",5月11日 11:28 来自 微博原生直播,【平安归来！#钟南山接援伊拉克专家回院报到#】4月26日，中国红十字会援助伊拉克医疗专家组结束50天的支援工作，乘包机回国。今天，结束隔离的专家组成员，将返回广州医科大学附属第一医院报到。中国工程院院士钟南山在医院迎接！看直播↓（总台央视记者陈旭婷） 央视新闻的微博视频 . ​​​​,445.0,528.0,5697.0,,https://weibo.com/2656274875/J1pmqzJ1K?from=page_1002062656274875_profile&wvr=6&mod=weibotime
37,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157663&ssig=yeQVe6Hkod",5月11日 11:13 来自 微博原生直播,【直播！纪念#中国人首次登顶珠峰60周年#】今年是中国人首次登顶珠穆朗玛峰60周年，同时也是西藏登山队成立60周年。今天，在珠峰大本营，纪念活动正在进行！看现场↓（总台央视记者张宗尧） 央视新闻的微博视频 . ​​​​,1306.0,687.0,7529.0,,https://weibo.com/2656274875/J1pgobq4J?from=page_1002062656274875_profile&wvr=6&mod=weibotime
38,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157663&ssig=yeQVe6Hkod",5月11日 11:07 来自 微博原生直播            	                                            已编辑,【独家直播！#央视专访梁振英谈当下香港#】5日，香港成立“香港再出发大联盟”；9日，大联盟启动首个活动，派发1000万只口罩。大联盟首个活动为什么是发口罩？香港如何再出发？ @央视新闻 访谈节目#相对论#对话全国政协副主席、“香港再出发大联盟”总召集人之一梁振英，看↓ （总台央视记者庄胜春） ​​​​...展开全文,223.0,207.0,2370.0,,https://weibo.com/2656274875/J1pdYEWjR?from=page_1002062656274875_profile&wvr=6&mod=weibotime
39,"https://tvax4.sinaimg.cn/crop.0.0.512.512.1024/9e5389bbly8gdi6srn9zmj20e80e8mxj.jpg?KID=imgbed,tva&Expires=1597157663&ssig=yeQVe6Hkod",5月11日 10:55 来自 微博 weibo.com            	                                            已编辑,#武汉新增5例新冠肺炎来自同一小区#【#武汉东西湖区委长青街工委书记被免职#】据武汉市东西湖区政府官网消息，因长青街三民小区封控管理不力，近日出现多起新冠肺炎确诊病例，中共东西湖区委决定，免去张宇新同志中共东西湖区委长青街工委书记、委员职务。5月10日，武汉新增5例新冠肺炎确诊病例，这5名 ​​​​...展开全文,584.0,716.0,4077.0,https://wx3.sinaimg.cn/orj360/9e5389bbly1geobpcf81sj21lr0u0x6q.jpg,https://weibo.com/2656274875/J1p94lfjI?from=page_1002062656274875_profile&wvr=6&mod=weibotime
